Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_TS,Pickup_TS,Return_TS,City,Pickup_Lat,Pickup_Lon,Drop_Lat,Drop_Lon,Payment,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan,Driver_License,Notes,Customer_Feedback
RES-00822,C6818,CAR-06 ,SUV,2026-03-03 21:07,05-03-2026 23:07,2026-03-10 10:07,HYD,17.392857,78.47224,17.378732,78.470535,card,70767km,70790,16 %,13.803027,83.52,151 kmh,6,0,"₹ 3,000 /day",SAVE10,150.0,3150.0,eco,DL90871,Bad Seats Quality,email test@gmail.com
RES-00823,C1969, CAR-22,Economy,2026-01-11 18:16,2026-01-12 05:16:00,2026-01-16 02:16,delhi,28.714173,77.103455,28.684916,77.106746,upi,27697,"29,290 km",86 %,18.74,76.4071,59,3,0,₹1500/day,SAVE10,75.0,1575.0,premium,DL90871,scratch on door,Good mileage
RES-00824,C3978,car-18,SUV,2026-01-01 12:00,2026/01/01 16:00,2026-01-05 02:00,CHENNAI,13.097074,80.288928,13.070239,80.275535,UPI,"14,179km","15,534 km",0.52,13.6863,87.9917,43,4,1,1500/day,,75.0,1575.0,premium,DL90871,Scratch on windows,Good speaker
RES-00825,C2970, CAR-26,SUV,2026-03-28 05:38,29-03-2026 04:38,2026-04-03 00:38,Chennai,13.095274,80.268504,13.087583,80.288112,UPI,86060,87112,20%,26.6949,76.24702,97,3,0,"₹ 1,000 /day",BOGUS99,50.0,1050.0,eco,INVALID,Scratch on windows,email test@gmail.com
RES-00826,C9978,CAR-27 ,Luxury,2026-02-12 05:11,14/02/2026 21:11,2026-02-16 02:11,Mumbai,19.095894,72.8945,19.093513,72.894844,UPI,68985km,69188,0.42,16.57,79.3109,123 kmh,1,1,₹ 800 /day,SAVE10,40.0,840.0,premium,INVALID,Contact Rahul 9876543210,Good mileage
RES-00827,C8871,CAR 26,Economy,2026-03-26 10:04,27-03-2026 17:04,2026-03-29 09:04,Hyderabad,17.396762,78.468364,17.367345,78.505994,cash,39277km,"40,817 km",0.3,19.548033,75.8428,171 kmh,1,1,1200/day,,,1260.0,standard,DL12345,Bad Seats Quality,Good mileage
RES-00828,C4244,CAR-10 ,Luxury,2026-01-10 00:41,12-01-2026 21:41,2026-01-19 01:41,CHENNAI,13.092977,80.276428,13.074002,80.256119,card,"102,107km","102,810km",63%,18.76721,82.508061,147 kmh,0,0,₹1000/day,SAVE10,50.0,1050.0,standard,DL12345,Speakers not working,email test@gmail.com
RES-00829,C1903,CAR-17,Compact,2026-02-15 02:31,2026/02/18 02:31,2026-02-21 16:31,HYD,17.377236,78.506391,17.39583,78.497534,UPI,"71,027 km","71,565 km",0.9,12.56,78.48,145 kmh,0,0,1200,BOGUS99,60.0,1260.0,standard,DL90871,Contact Rahul 9876543210,Good speaker
RES-00830,C9810,CAR-02 ,Compact,2026-02-08 01:47,09/02/2026 18:47,2026-02-16 18:47,Kolkata,22.573972,88.345788,22.564718,88.35143,cash,"93,265km",95022km,0.6,25.178392,77.664105,74,3,0,"₹ 1,500 /day",,75.0,1575.0,eco,INVALID,Speakers not working,email test@gmail.com
RES-00831,C1255,CAR-02 ,Compact,2026-02-15 10:44,2026/02/17 21:44,2026-02-19 02:44,Mumbai,19.084496,72.860619,19.064144,72.865969,wallet,"19,257km","19,715 km",0.95,13.5,85.01,92,6,0,"₹ 3,000 /day",SAVE10,150.0,3150.0,premium,DL12345,Speakers not working,Good speaker
RES-00832,C5033, CAR-20,Luxury,2026-01-14 10:00,2026-01-15 09:00,2026-01-19 01:00,Hyderabad,17.379871,78.500211,17.36679,78.472367,wallet,"78,021km",79049km,43%,14.821767,86.16,124 kmh,4,0,₹1200/day,DISC15,60.0,1260.0,eco,INVALID,Contact Rahul 9876543210,good service
RES-00833,C8998,CAR 09,Economy,2026-03-14 11:55,15-03-2026 22:55,2026-03-23 01:55,Hyderabad,17.381635,78.483246,17.376123,78.502743,wallet,"107,437km","109,310 km",0.66,12.52,77.362986,171 kmh,1,0,₹1200/day,DISC15,60.0,1260.0,premium,DL67543,scratch on door,email test@gmail.com
RES-00834,C6363, CAR-06,Luxury,2026-03-29 07:02,2026-03-30 12:02:00,2026-04-07 00:02,Bengaluru,12.956211,77.610689,12.971141,77.581934,Card,"79,545km","81,024km",0.4,12.7097,82.263972,127 kmh,3,0,1500,SAVE10,75.0,1575.0,premium,DL67543,Contact Rahul 9876543210,Smooth going
RES-00835,C1584,CAR-16 ,Economy,2026-03-09 17:18,10/03/2026 09:18,2026-03-18 15:18,Hyderabad,17.403008,78.48889,17.384919,78.471785,UPI,12182,"13,128km",0.32,23.434364,83.338986,159 kmh,2,0,2500/day,SAVE10,125.0,2625.0,eco,DL67543,Bad Seats Quality,good service
RES-00836,C1672,CAR 22,Compact,2026-01-29 16:53,2026-01-30 01:53:00,2026-02-07 08:53,mumbai,19.080613,72.875224,19.06171,72.88158,upi,"35,254km","36,012 km",0.72,15.64,82.41,85,0,0,1000/day,SAVE10,50.0,1050.0,premium,DL90871,scratch on door,good service
RES-00837,C5780,CAR-17,Compact,2026-02-08 16:36,2026/02/10 01:36,2026-02-13 20:36,mumbai,19.074481,72.893763,19.058257,72.872901,upi,92625,93096,79 %,12.264671,87.1962,69,0,1,"₹ 3,000 /day",,150.0,3150.0,eco,INVALID,Bad Seats Quality,email test@gmail.com
RES-00838,C2067,CAR 14,Economy,2026-03-20 22:21,2026-03-22 06:88:88,2026-03-23 03:21,CHENNAI,13.084974,80.256435,13.101267,80.252969,cash,59703,60926,0.75,25.5589,79.82,79,4,0,800,BOGUS99,40.0,840.0,eco,DL12345,scratch on door,good service
RES-00839,C2960,car-28,Economy,2026-01-22 09:59,22-01-2026 23:59,2026-01-24 15:59,Kolkata,22.552836,88.344037,22.554937,88.359401,cash,60215,61875,0.6,22.99,83.225,48,0,0,2500,,,2625.0,premium,DL67543,Scratch on windows,good service
RES-00840,C6654,CAR-21 ,Luxury,2026-03-09 00:01,2026-03-11 02:01:00,2026-03-18 03:01,delhi,28.702087,77.112423,28.711415,77.107004,upi,"118,219km",119365km,78%,19.02,79.889165,149 kmh,1,0,"₹ 1,500 /day",BOGUS99,75.0,1575.0,eco,DL90871,Contact Rahul 9876543210,Good mileage
RES-00841,C3359,CAR-02 ,Luxury,2026-02-27 18:56,28-02-2026 17:56,2026-03-03 22:56,HYD,17.400277,78.481423,17.365837,78.498918,wallet,49034,50219km,93%,14.76,75.5,64,6,1,"₹ 1,200 /day",SAVE10,60.0,1260.0,premium,INVALID,Speakers not working,email test@gmail.com
RES-00842,C8594, CAR-12,SUV,2026-03-10 04:25,2026-03-11 07:25,2026-03-15 05:25,HYD,17.400345,78.485123,17.383092,78.504795,wallet,95029km,95681,31 %,17.17,74.9481,137 kmh,0,1,₹ 800 /day,BOGUS99,40.0,840.0,standard,DL12345,scratch on door,Good mileage
RES-00843,C8591,CAR-18 ,SUV,2026-02-20 03:46,21/02/2026 04:46,2026-02-23 15:46,Chennai,13.10062,80.279872,13.094065,80.265237,wallet,"19,328 km",20211km,0.8,18.41,72.9742,82,0,0,₹800/day,,40.0,840.0,eco,DL90871,Scratch on windows,Good mileage
RES-00844,C7296,CAR 30,Luxury,2026-02-06 20:25,2026-02-09 06:25,2026-02-15 04:25,delhi,28.686135,77.091187,28.706168,77.088769,upi,106337,"106,597 km",28 %,17.070061,73.096076,139 kmh,6,0,800,,40.0,840.0,eco,INVALID,Scratch on windows,good service
RES-00845,C6185,car-15,Compact,2026-02-25 01:44,2026-02-26 00:44,2026-03-05 06:44,Delhi,28.70975,77.105503,28.716133,77.088527,card,50599,50828,1.0,12.8424,85.6963,61,3,0,₹2000/day,SAVE10,100.0,2100.0,standard,DL67543,Scratch on windows,good service
RES-00846,C1864,CAR-11,SUV,2026-02-10 14:59,10/02/2026 19:59,2026-02-17 15:59,Kolkata,22.584078,88.34733,22.552947,88.37839,Card,"31,301 km","31,325km",0.3,27.18,80.7287,100,5,0,1200/day,BOGUS99,60.0,1260.0,standard,DL90871,Scratch on windows,good service
RES-00847,C5747,CAR-10,Compact,2026-01-25 00:09,2026-01-26 23:09,2026-01-27 19:09,CHENNAI,13.086038,80.28383,13.081703,80.278844,upi,99888km,100373km,43 %,18.606907,83.79,86,2,0,1200/day,DISC15,60.0,1260.0,eco,DL90871,Bad Seats Quality,Good speaker
RES-00848,C2857,car-22,Luxury,2026-01-20 16:07,21/01/2026 13:07,2026-01-26 01:07,CHENNAI,13.090695,80.261949,13.09662,80.260676,UPI,"102,481km",103227,39 %,19.986384,81.284255,149 kmh,4,1,₹2500/day,BOGUS99,125.0,2625.0,eco,INVALID,scratch on door,email test@gmail.com
RES-00849,C9057,CAR 22,SUV,2026-01-05 06:56,2026-01-06 04:56:00,2026-01-11 10:56,bangalore,12.988838,77.597996,12.958873,77.61036,Card,42092km,42589km,0.6,27.3006,79.675649,129 kmh,2,0,1000/day,DISC15,50.0,1050.0,standard,DL12345,Speakers not working,good service
RES-00850,C6254,CAR-10,SUV,2026-01-09 08:04,2026-01-11 11:04,2026-01-14 19:04,Mumbai,19.095716,72.889339,19.082756,72.896163,cash,"79,564km",79836km,78 %,13.493158,76.3487,57,2,0,₹800/day,SAVE10,,840.0,standard,INVALID,Bad Seats Quality,Good mileage
RES-00851,C6219,car-29,Economy,2026-03-03 01:39,05/03/2026 00:39,2026-03-06 23:39,Delhi,28.704637,77.121781,28.720271,77.083438,wallet,"34,625km",35919,0.1,27.31,83.8873,64,3,1,1500/day,DISC15,75.0,1575.0,premium,DL12345,Contact Rahul 9876543210,Smooth going
RES-00852,C1514,CAR 05,Economy,2026-01-30 02:19,31-01-2026 22:19,2026-02-05 16:19,bangalore,12.9816,77.604991,12.969924,77.57781,wallet,"5,472km","5,917km",62 %,17.34,83.508912,120 kmh,0,0,3000,,150.0,3150.0,premium,DL12345,Contact Rahul 9876543210,Smooth going
RES-00853,C9398,CAR-28 ,Luxury,2026-03-12 23:19,2026-03-15 00:19:00,2026-03-20 04:19,Hyderabad,17.392812,78.477511,17.380006,78.481372,wallet,"41,070 km",42592,92 %,24.1699,83.225667,77,4,1,1500/day,BOGUS99,75.0,1575.0,eco,DL90871,Bad Seats Quality,Good speaker
RES-00854,C6220,CAR 28,Economy,2026-02-11 15:22,13-02-2026 04:22,2026-02-18 13:22,Delhi,28.720634,77.119251,28.687492,77.109149,UPI,94722km,"95,569 km",28%,26.7253,78.7375,178 kmh,5,0,800,SAVE10,,840.0,standard,DL90871,Bad Seats Quality,email test@gmail.com
RES-00855,C6589,CAR 28,Economy,2026-01-16 07:15,2026/01/17 03:15,2026-01-17 23:15,Chennai,13.093855,80.285248,13.063086,80.251238,upi,"45,011km","45,956 km",0.5,12.46,73.028921,74,1,0,₹ 800 /day,BOGUS99,,840.0,eco,DL12345,Contact Rahul 9876543210,Good mileage
RES-00856,C4040,CAR-03,Economy,2026-03-16 06:55,2026-03-16 20:55:00,2026-03-20 12:55,Chennai,13.064947,80.256249,13.09942,80.287762,card,"49,343km",50544,45 %,23.892,79.57,42,3,0,₹1200/day,DISC15,60.0,1260.0,premium,DL67543,Scratch on windows,Good mileage
RES-00857,C4048, CAR-16,Economy,2026-03-27 13:13,2026/03/29 07:13,2026-04-02 14:13,Kolkata,22.571642,88.351792,22.592117,88.368118,card,23413,23955km,84 %,13.8859,75.096111,161 kmh,5,0,2500,DISC15,,2625.0,premium,DL67543,Speakers not working,Good mileage
RES-00858,C6265,car-25,Compact,2026-01-23 06:00,2026/01/24 16:00,2026-01-26 22:00,Mumbai,19.083999,72.885815,19.059031,72.865182,card,"41,552km",42317,0.7,15.608435,86.6,75,1,0,"₹ 2,000 /day",,100.0,2100.0,eco,DL67543,Speakers not working,Good mileage
RES-00859,C5123,car-10,Economy,2026-03-22 05:18,23/03/2026 18:18,2026-03-30 17:18,mumbai,19.066038,72.87149,19.065631,72.857979,UPI,"24,754km",25425,0.4,17.29,75.38,82,4,0,3000,,150.0,3150.0,premium,DL12345,Speakers not working,good service
RES-00860,C6922,CAR 23,Economy,2026-01-09 04:22,2026/01/09 15:22,2026-01-14 09:22,kolkata,22.55308,88.373671,22.556129,88.367426,cash,"7,542km",8953km,59 %,25.83,72.5419,100,2,0,₹1000/day,BOGUS99,50.0,1050.0,premium,INVALID,scratch on door,email test@gmail.com
RES-00861,C4737,car-19,Economy,2026-02-01 09:53,03-02-2026 23:53,2026-02-12 01:53,delhi,28.69611,77.102063,28.705937,77.112299,wallet,"68,747km",70173,89%,15.6638,76.5735,62,3,0,1500,,75.0,1575.0,premium,DL67543,Speakers not working,good service
RES-00862,C3284, CAR-26,Luxury,2026-02-13 01:29,2026-02-15 13:29:00,2026-02-20 00:29,HYD,17.371107,78.496214,17.380423,78.504685,wallet,116938km,"116,989km",98 %,15.15,75.05215,57,1,0,₹1200/day,SAVE10,60.0,1260.0,standard,INVALID,Contact Rahul 9876543210,Good mileage
RES-00863,C4240,CAR-01 ,Luxury,2026-01-19 13:23,2026/01/20 12:23,2026-01-27 17:23,Mumbai,19.06468,72.858356,19.074892,72.868536,upi,6251km,8179km,0.1,23.8,76.572369,67,1,0,800/day,SAVE10,,840.0,standard,DL67543,Speakers not working,email test@gmail.com
RES-00864,C2736, CAR-03,Luxury,2026-02-06 01:17,2026-02-08 17:17,2026-02-15 08:17,HYD,17.402893,78.473093,17.403764,78.46909,cash,114760,116509km,26%,17.8225,73.8403,95,4,0,1000/day,SAVE10,50.0,1050.0,standard,DL67543,Contact Rahul 9876543210,Smooth going
RES-00865,C8028,CAR-20,Compact,2026-02-04 22:15,07/02/2026 04:15,2026-02-09 15:15,Hyderabad,17.403274,78.49196,17.378543,78.479124,cash,"74,753 km","76,695km",0.05,25.689492,84.6173,178 kmh,1,1,₹1200/day,,60.0,1260.0,premium,INVALID,Bad Seats Quality,email test@gmail.com
RES-00866,C6344,car-23,SUV,2026-02-04 10:46,06-02-2026 10:46,2026-02-07 22:46,CHENNAI,13.065225,80.268583,13.07938,80.259078,wallet,"79,156 km","81,152 km",97 %,26.8126,78.31414,44,2,0,"₹ 1,500 /day",SAVE10,75.0,1575.0,eco,INVALID,Bad Seats Quality,Good mileage
RES-00867,C4883,car-27,Luxury,2026-03-01 07:35,02-03-2026 08:35,2026-03-06 00:35,mumbai,19.087264,72.880591,19.092455,72.886024,cash,19908,20257km,73%,22.827715,83.7808,120 kmh,6,0,3000,BOGUS99,150.0,3150.0,standard,DL67543,Speakers not working,good service
RES-00868,C5358,CAR-03 ,Luxury,2026-03-01 05:20,02/03/2026 00:20,2026-03-06 06:20,CHENNAI,13.065952,80.270338,13.086804,80.286336,upi,"31,035 km",31247km,9%,20.441,83.7116,45,1,0,1000/day,BOGUS99,50.0,1050.0,eco,DL12345,Contact Rahul 9876543210,good service
RES-00869,C3394, CAR-26,SUV,2026-02-03 09:09,05-02-2026 22:09,2026-02-06 17:09,Mumbai,19.081323,72.870789,19.088993,72.877002,card,"84,923 km","86,195 km",0.40,13.190534,74.8202,152 kmh,4,1,₹ 800 /day,BOGUS99,40.0,840.0,eco,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00870,C9259,car-10,Luxury,2026-02-09 18:56,10/02/2026 19:56,2026-02-17 20:56,Chennai,13.074525,80.253123,13.098091,80.27164,card,"82,679km","84,236 km",0.72,26.65,76.88,64,5,0,"₹ 1,000 /day",,50.0,1050.0,standard,DL90871,Scratch on windows,good service
RES-00871,C7259,car-18,Luxury,2026-03-30 20:19,31-03-2026 00:19,2026-04-03 07:19,BENGALURU,12.954748,77.593198,12.987992,77.580505,Card,111733,113628km,0.40,19.09,74.637974,67,6,0,₹2500/day,,125.0,2625.0,premium,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00872,C6349,CAR-18 ,SUV,2026-01-11 21:29,14-01-2026 08:29,2026-01-20 23:29,Delhi,28.707559,77.095412,28.684778,77.084597,upi,52630km,53413,0.10,19.37,77.823251,165 kmh,5,0,1000/day,,50.0,1050.0,eco,DL90871,Scratch on windows,good service
RES-00873,C1645,CAR 29,Economy,2026-02-09 05:24,10/02/2026 23:87,2026-02-18 00:24,Hyderabad,17.378064,78.500143,17.366381,78.478016,wallet,"80,333km",80461,0.2,19.703401,73.4735,180 kmh,2,0,₹1200/day,DISC15,60.0,1260.0,eco,INVALID,Speakers not working,Smooth going
RES-00874,C6629,CAR-25,Luxury,2026-01-14 20:04,2026/01/17 15:04,2026-01-18 21:04,Mumbai,19.059674,72.872113,19.070283,72.860946,card,"30,026km",30488km,26%,21.42905,76.799483,120 kmh,4,0,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard,DL12345,Scratch on windows,Good mileage
RES-00875,C5272,car-08,Economy,2026-03-10 05:33,2026-03-11 01:33:00,2026-03-15 10:33,Chennai,13.095275,80.26864,13.06731,80.287157,wallet,"93,073 km","94,970km",42%,24.59,73.002,65,1,1,₹1500/day,SAVE10,75.0,1575.0,eco,DL90871,Bad Seats Quality,Good mileage
RES-00876,C3255, CAR-17,SUV,2026-03-28 12:01,2026/03/29 17:01,2026-04-06 07:01,Hyderabad,17.366687,78.497041,17.402999,78.504877,card,"113,152 km",113211,93 %,13.672209,82.51,73,3,0,3000/day,DISC15,150.0,3150.0,premium,DL90871,Scratch on windows,Smooth going
RES-00877,C9052, CAR-01,Economy,2026-03-21 05:25,2026/03/23 21:25,2026-03-27 03:25,BENGALURU,12.973601,77.576205,12.975187,77.582953,cash,22629,22352,84 %,24.91,81.69,172 kmh,5,0,2000/day,,100.0,2100.0,premium,DL12345,Speakers not working,Good mileage
RES-00878,C5198,car-11,SUV,2026-02-14 19:57,2026-02-17 16:57,2026-02-19 10:57,bangalore,12.962226,77.589572,12.967137,77.607993,Card,"83,378km","84,089km",0.13,22.1,81.278401,167 kmh,1,0,800/day,BOGUS99,,840.0,standard,DL12345,Contact Rahul 9876543210,email test@gmail.com
RES-00879,C4368,CAR 07,SUV,2026-02-17 09:41,20-02-2026 03:41,2026-02-25 01:41,Hyderabad,17.372393,78.468366,17.397185,78.496413,wallet,81522km,82209,79 %,27.04,87.600763,171 kmh,4,0,3000/day,SAVE10,150.0,3150.0,eco,INVALID,Bad Seats Quality,Good mileage
RES-00880,C6077,car-01,Compact,2026-03-25 18:56,28/03/2026 06:56,2026-04-01 06:56,blr,12.974274,77.609975,12.961693,77.595044,Card,"74,969km",75465km,0.60,27.078374,77.2099,91,2,0,₹2500/day,DISC15,125.0,2625.0,standard,DL67543,Contact Rahul 9876543210,Good speaker
RES-00881,C5071,CAR 03,Economy,2026-01-25 12:46,2026-01-27 15:46:00,2026-02-01 16:46,Chennai,13.099533,80.269907,13.08657,80.2825,UPI,10866,"12,521 km",1.0,25.65,81.307967,75,2,0,₹2000/day,,100.0,2100.0,standard,DL12345,Speakers not working,email test@gmail.com
RES-00882,C4125, CAR-14,Economy,2026-01-03 04:03,2026/01/04 19:03,2026-01-04 23:03,HYD,17.39415,78.505148,17.368889,78.481422,Card,93152,93880,83%,22.05,85.07,52,6,0,"₹ 2,500 /day",SAVE10,125.0,2625.0,standard,DL67543,scratch on door,email test@gmail.com
RES-00883,C2971,CAR-30,Luxury,2026-02-22 05:01,23-02-2026 20:01,2026-02-25 06:01,mumbai,19.074277,72.89499,19.095331,72.894283,upi,"33,733km",35200,89 %,27.6397,73.19239,167 kmh,1,0,800/day,DISC15,,840.0,premium,DL67543,scratch on door,Good speaker
RES-00884,C4530,CAR-03 ,Luxury,2025-12-30 03:05,2026-01-02 03:05,2026-01-08 11:05,delhi,28.685002,77.105029,28.686631,77.110172,UPI,110885,"112,809 km",0.71,22.258902,85.4186,126 kmh,1,1,"₹ 1,200 /day",SAVE10,60.0,1260.0,eco,DL12345,Speakers not working,email test@gmail.com
RES-00885,C4321, CAR-26,Economy,2026-01-05 09:27,2026-01-05 15:27:00,2026-01-05 22:27,Kolkata,22.590977,88.378955,22.580996,88.372655,wallet,"100,421km",101164km,63 %,17.051,74.276683,94,0,0,1000/day,BOGUS99,50.0,1050.0,eco,DL67543,scratch on door,email test@gmail.com
RES-00886,C1774, CAR-10,Economy,2026-02-04 00:15,2026-02-04 06:15:00,2026-02-11 08:15,CHENNAI,13.085058,80.278818,13.094379,80.279323,cash,103023,103444,86 %,20.205,78.95,173 kmh,5,0,1200,SAVE10,60.0,1260.0,standard,DL90871,scratch on door,good service
RES-00887,C7096, CAR-15,SUV,2026-02-15 14:52,2026-02-17 14:52:00,2026-02-21 17:52,Kolkata,22.565428,88.369473,22.56888,88.367108,upi,"104,770km","106,174km",83 %,19.0859,78.1,146 kmh,4,1,₹2000/day,SAVE10,100.0,2100.0,eco,DL90871,Contact Rahul 9876543210,email test@gmail.com
RES-00888,C9834,car-28,Economy,2026-03-28 03:43,28/03/2026 15:43,2026-04-02 09:43,CHENNAI,13.098091,80.264012,13.077047,80.269362,Card,"10,838km",10971,0.2,15.261119,73.58,52,1,0,"₹ 1,000 /day",BOGUS99,50.0,1050.0,premium,DL67543,Contact Rahul 9876543210,Smooth going
RES-00889,C7864,CAR-29,Economy,2026-03-05 23:09,06/03/2026 20:09,2026-03-13 17:09,Chennai,13.101789,80.282391,13.095687,80.266554,cash,"97,770km",98945,96 %,16.5485,84.473,95,1,0,"₹ 2,000 /day",SAVE10,100.0,2100.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-00890,C7116,CAR-18 ,Luxury,2026-01-13 20:00,14-01-2026 18:00,2026-01-22 00:00,Kolkata,22.57996,88.375409,22.572167,88.356919,upi,24131,"25,164km",98%,27.3163,87.364799,122 kmh,6,0,800,,40.0,840.0,standard,DL67543,Contact Rahul 9876543210,good service
RES-00891,C9265,CAR-26,Luxury,2026-03-14 06:47,2026-03-15 11:47:00,2026-03-16 18:47,kolkata,22.558828,88.371658,22.582733,88.372548,upi,88568,88176,89%,16.219981,73.8877,158 kmh,0,0,2500/day,,125.0,2625.0,eco,DL67543,Speakers not working,Smooth going
RES-00892,C4392,CAR-06,Economy,2026-01-09 19:19,2026-01-10 22:19,2026-01-14 07:19,Chennai,13.100762,80.25834,13.063349,80.262531,Card,"33,370km","34,890km",0.7,23.116747,74.149971,166 kmh,5,0,2000,BOGUS99,,2100.0,premium,DL90871,Bad Seats Quality,Smooth going
RES-00893,C1686,CAR-22 ,Economy,2026-02-25 12:27,27-02-2026 03:27,2026-02-27 09:27,delhi,28.699097,77.094651,28.70887,77.119282,card,30306km,"30,668km",65%,15.72,75.8653,169 kmh,1,1,"₹ 2,500 /day",,125.0,2625.0,standard,DL12345,Bad Seats Quality,good service
RES-00894,C9033,CAR-01 ,Economy,2026-02-07 14:01,10-02-2026 11:01,2026-02-14 17:01,BENGALURU,12.979144,77.599409,12.965642,77.613454,card,50310km,"52,042 km",0.3,25.7091,72.6782,173 kmh,4,0,₹1000/day,BOGUS99,50.0,1050.0,eco,INVALID,Contact Rahul 9876543210,Good mileage
RES-00895,C6075,CAR-18 ,Compact,2026-01-12 02:16,12/01/2026 15:16,2026-01-15 09:16,HYD,17.394962,78.476355,17.40436,78.468074,cash,"114,796 km","115,906 km",73 %,17.5793,72.53657,76,6,0,2000,DISC15,100.0,2100.0,premium,DL12345,Bad Seats Quality,email test@gmail.com
RES-00896,C9776,CAR-21,SUV,2026-02-21 23:00,2026-02-22 03:00,2026-03-01 11:00,CHENNAI,13.065464,80.257949,13.07369,80.273302,cash,106638,106782,66 %,12.44,74.273996,98,6,0,₹1000/day,DISC15,,1050.0,premium,DL12345,Scratch on windows,Smooth going
RES-00897,C2258,CAR-07 ,Luxury,2026-01-15 08:33,2026-01-16 22:33:00,2026-01-21 21:33,Mumbai,19.067611,72.870957,19.060387,72.863892,upi,62441km,"62,963 km",27%,17.3,76.921222,88,4,0,₹2500/day,DISC15,125.0,2625.0,standard,INVALID,Speakers not working,Smooth going
RES-00898,C8285,CAR-26,Economy,2025-12-30 21:49,2026-01-01 12:49,2026-01-02 03:49,Mumbai,19.069603,72.885021,19.089822,72.866849,upi,"23,400km",24811km,28 %,14.397,72.24,44,1,0,"₹ 1,200 /day",SAVE10,60.0,1260.0,eco,DL67543,Scratch on windows,Good speaker
RES-00899,C2742,CAR-14 ,Economy,2026-01-15 12:47,18/01/2026 04:47,2026-01-23 00:47,delhi,28.684922,77.103507,28.711852,77.107893,Card,"115,851km","117,077 km",68 %,12.0612,76.841283,63,2,0,"₹ 1,500 /day",,75.0,1575.0,eco,INVALID,scratch on door,Good speaker
RES-00900,C3253,CAR-04,Compact,2026-02-24 07:44,2026-02-25 17:44:00,2026-02-26 19:44,kolkata,22.571585,88.364185,22.562329,88.381015,UPI,107364,"107,788 km",85%,22.47,77.359075,174 kmh,1,0,1200,SAVE10,60.0,1260.0,premium,DL90871,scratch on door,Good mileage
RES-00901,C2898,CAR-18,Compact,2026-03-13 05:42,2026-03-15 05:42,2026-03-21 04:42,CHENNAI,13.081815,80.289535,13.088951,80.273985,upi,110670km,"111,447km",20%,24.0218,81.9042,163 kmh,4,0,₹1000/day,BOGUS99,50.0,1050.0,eco,DL90871,Speakers not working,Smooth going
RES-00902,C4992,CAR-28 ,Compact,2026-01-19 07:08,2026-01-19 09:63:63,2026-01-24 23:08,bangalore,12.975023,77.574954,12.986815,77.580082,upi,"103,165km","104,497km",0.6,18.8405,72.57,65,3,0,₹3000/day,SAVE10,150.0,3150.0,standard,DL67543,Contact Rahul 9876543210,Smooth going
RES-00903,C2114,CAR 16,Economy,2026-03-24 13:30,2026-03-26 15:30:00,2026-03-28 15:30,Chennai,13.068544,80.255778,13.083095,80.285147,cash,"25,247 km",27241,28 %,25.96,86.27,59,6,0,"₹ 1,500 /day",,75.0,1575.0,standard,DL67543,Bad Seats Quality,Good speaker
RES-00904,C1453, CAR-07,Luxury,2026-01-21 02:40,2026-01-22 07:40:00,2026-01-26 07:40,delhi,28.686487,77.099775,28.718927,77.113725,card,37428km,37329,54%,25.67,72.1631,120 kmh,0,0,1200/day,BOGUS99,60.0,1260.0,standard,INVALID,scratch on door,good service
RES-00905,C1506,CAR-14,Economy,2026-03-17 02:47,2026-03-19 07:47,2026-03-24 21:47,Kolkata,22.562254,88.36475,22.572485,88.346902,wallet,"31,123km",32484km,14%,23.7436,73.718014,95,5,0,2500/day,BOGUS99,125.0,2625.0,eco,INVALID,scratch on door,Smooth going
RES-00906,C8699,CAR-17 ,Luxury,2026-01-17 08:02,19-01-2026 20:02,2026-01-22 23:02,kolkata,22.56474,88.365312,22.565684,88.356226,wallet,"62,020 km","61,661 km",0.59,15.78,82.1661,69,1,1,₹2500/day,BOGUS99,,2625.0,eco,DL12345,Speakers not working,email test@gmail.com
RES-00907,C2031, CAR-09,SUV,2026-03-17 04:35,17/03/2026 22:35,2026-03-24 04:35,HYD,17.36864,78.486287,17.378696,78.48738,Card,"11,457 km",13057km,90 %,18.14,81.70068,154 kmh,4,0,₹1000/day,DISC15,50.0,1050.0,premium,DL12345,Speakers not working,Smooth going
RES-00908,C7742, CAR-09,Luxury,2026-03-17 09:14,18-03-2026 16:14,2026-03-22 06:14,Chennai,13.076641,80.262954,13.095729,80.271407,wallet,93286km,95050km,0.5,20.354676,83.069847,64,3,0,₹2500/day,BOGUS99,125.0,2625.0,standard,INVALID,Speakers not working,email test@gmail.com
RES-00909,C9521,CAR-06,SUV,2026-03-24 16:49,26/03/2026 06:49,2026-03-27 21:49,mumbai,19.084505,72.879816,19.064179,72.876208,wallet,87705,"89,137km",0.1,24.054555,75.3033,95,5,0,1500/day,BOGUS99,75.0,1575.0,standard,DL90871,scratch on door,good service
